Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","3.85","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.85","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","004","Afghanistan","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","1.56","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","300.03","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","008","Albania","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","300.03","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","008","Albania","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","156.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","012","Algeria","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","689.93","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","012","Algeria","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","535.93","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","012","Algeria","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","154","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","012","Algeria","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","80.08","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","024","Angola","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","110.13","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","024","Angola","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","0.27","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","024","Angola","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","109.86","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","028","Antigua and Barbuda","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","028","Antigua and Barbuda","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","653.52","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","032","Argentina","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","653.52","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","203.03","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","203.03","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","051","Armenia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","105.58","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","3008.76","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","416.55","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","2592.21","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","036","Australia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","1347.95","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","2753.99","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","2888.46","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","040","Austria","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","237.28","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","237.28","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","031","Azerbaijan","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","123.38","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","2.42","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.33","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0.4","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","1.69","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","044","Bahamas","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0.88","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","1128.78","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","0.08","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","1128.7","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","048","Bahrain","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","586.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","892.78","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","239.48","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","653.29","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","050","Bangladesh","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","339.71","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","052","Barbados","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","112","Belarus","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","11797.67","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","24339.67","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","27503.48","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","056","Belgium","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","0.18","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0.18","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","084","Belize","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0.09","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","6.99","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.63","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","6.36","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","204","Benin","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","3.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0.01","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","064","Bhutan","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","9.24","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","9.24","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","068","Bolivia (Plurinational State of)","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","4.81","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","5832.17","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","30.7","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","107.02","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","5694.44","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","070","Bosnia and Herzegovina","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","2961.11","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","130.31","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","0.11","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0.51","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","129.69","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","072","Botswana","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","67.44","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","2503.3","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","1315.03","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","28.57","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","1159.71","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","076","Brazil","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","603.05","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","971.44","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","85.32","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","886.12","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","100","Bulgaria","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","460.78","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","854","Burkina Faso","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","517.71","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","854","Burkina Faso","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","297.71","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","854","Burkina Faso","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","220","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","854","Burkina Faso","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","114.4","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","108","Burundi","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","2.92","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","108","Burundi","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","2.92","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","108","Burundi","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","1.52","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","132","Cabo Verde","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","1.23","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","132","Cabo Verde","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.02","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","132","Cabo Verde","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0.16","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","132","Cabo Verde","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","1.04","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","132","Cabo Verde","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0.54","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","116","Cambodia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","204.37","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","116","Cambodia","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","41.57","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","116","Cambodia","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","116","Cambodia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","100.3","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","116","Cambodia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","52.16","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","120","Cameroon","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","15.42","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","120","Cameroon","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","120","Cameroon","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","15.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","120","Cameroon","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","8.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","124","Canada","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","5113.17","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","124","Canada","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","8074.76","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","124","Canada","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","124","Canada","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","140","Central African Republic","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","82.96","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","140","Central African Republic","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","82.96","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","140","Central African Republic","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","43.14","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","2155.88","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.04","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","2155.84","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","152","Chile","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","1121.04","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","7749.01","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","159","China","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","376.78","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","159","China","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","7372.23","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","159","China","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","3833.56","X","Figure from international organizations",""
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","236.54","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","0.01","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","236.54","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","123","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","156","China, mainland","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","7204.72","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","156","China, mainland","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","376.77","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","156","China, mainland","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","6827.95","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","156","China, mainland","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","3550.53","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","158","China, Taiwan Province of","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","307.75","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","158","China, Taiwan Province of","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","307.75","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","158","China, Taiwan Province of","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","160.03","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","170","Colombia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","1048.46","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","170","Colombia","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","2.04","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","170","Colombia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","1046.42","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","170","Colombia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","544.14","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","174","Comoros","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","49.12","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","174","Comoros","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","49.12","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","174","Comoros","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","25.54","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","178","Congo","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","32.55","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","178","Congo","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","32.55","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","178","Congo","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","16.92","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","188","Costa Rica","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","1344.62","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","188","Costa Rica","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","13628.43","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","384","Côte d'Ivoire","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","860.61","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","384","Côte d'Ivoire","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","4.22","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","384","Côte d'Ivoire","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","856.39","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","384","Côte d'Ivoire","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","445.32","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","188.07","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","638.46","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","28.32","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","0.26","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","0.27","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","27.8","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","14.46","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","76.73","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5520","Feed","22290","Dairy products n.e.c.","2022","2022","t","32.67","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5164","Tourist consumption","22290","Dairy products n.e.c.","2022","2022","t","5.41","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","38.65","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","20.1","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","4064.99","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5910","Export quantity","22290","Dairy products n.e.c.","2022","2022","t","8823.05","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5141","Food supply quantity (tonnes)","22290","Dairy products n.e.c.","2022","2022","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","261","Calories/Year","22290","Dairy products n.e.c.","2022","2022","Kcal","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","180","Democratic Republic of the Congo","5610","Import quantity","22290","Dairy products n.e.c.","2022","2022","t","5.96","X","Figure from international organizations","Estimated data using trading partners database"
