EU-27,United States,India,China,Russia,Brazil,New Zealand,United Kingdom,Mexico,Argentina,Canada,Australia,Belarus,Japan,Ukraine,South Korea,Taiwan
143,104.10,99.50,40.90,32.30,24.50,21,15,13.25,12,10.33,8.48,7.98,7.66,6.98,2.02,0.47
