Country,Group,Prevalance..primary.,X95..CI.min,X95..CI.max,Prevalance..primary...secondary.,X95..CI.min.1,X95..CI.max.1,Code,Month,X2024,X2023,X2022,X2021,X2020,X2019,X2018,X2017,X2016,X2015,X2014,X2013,X2012,X2011,X2010,X2009,X2008,X2007,X2006,X2005,X2004,X2003,X2002,X2001,X2000,X1999,X1998,X1997,X1996,X1995,X1994,X1993,X1992,X1991,X1990,X1989,X1988,X1987,X1986,X1985,X1984,X1983,X1982,X1981,X1980,X1979,X1978,X1977,X1976,X1975,X1974,X1973,X1972,X1971,X1970,X1969,X1968,X1967,X1966,X1965,X1964,X1963,X1962,X1961,X1960,X1959,X1958,X1956,X1954,X1952,X1957,X1955,X1953,X1951,X1950
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,1,3.3000636,-4.335608,-0.32285905,-1.0016085,-2.5605452,0.5851455,1.0424706,-0.44343877,1.1088194,0.7683508,-0.43424863,-1.6901587,-2.9558876,-0.510904,1.3988854,-0.7170767,-6.8392425,-2.1121404,-2.2725227,-2.9996283,1.0159215,1.0189767,0.085590415,-2.1307938,-0.5807948,-0.39341983,-1.9598348,-0.90033704,-4.039368,-1.6822687,-0.89539844,-4.276977,-1.40625,-2.5275924,-1.0078061,-4.308908,-0.4199985,0.30684212,-2.1803348,-1.9298768,-3.27355,-2.20942,-1.6921563,-1.2147572,-2.697017,-0.8197807,-2.9656084,-4.2320776,-0.036421116,-3.3407772,-3.0457432,-5.3036137,-2.9237976,-2.7222335,-1.6206313,-3.7233772,-2.6480877,-2.7947345,0.5128717,-0.40850118,-8.053513,-0.19471042,-2.7696395,-1.5438786,-1.2066196,-2.333814,0.57640404,-3.3519247,-2.2766924,-2.8126194,-4.2391715,-2.191683,-2.9159925,-3.1263175,-2.6557066
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,2,1.0245497,4.187041,2.1658704,5.688,2.880046,0.068663515,3.622793,0.9000823,2.7097561,3.4367387,-2.6736045,1.7305219,-2.995072,0.25831178,2.0474517,2.5218928,-2.1903343,2.100871,5.6368246,-1.5292858,2.9414802,2.2006707,1.5365813,0.881757,-1.5751915,2.53125,-0.51652545,-1.3999395,1.3414128,0.57197726,-1.4144925,2.0936573,-0.5386929,-1.3607277,-0.22446606,-3.1136067,0.9475122,2.472994,-0.39860436,2.557295,-4.5688143,0.17837736,-2.0068903,1.1866444,-0.032700893,0.9548374,0.15408199,-0.40139422,-0.29609635,-1.3647988,-3.5013525,2.2185917,-6.9697223,0.8813603,1.2232932,-1.4694679,-2.089215,0.6574598,3.522511,-0.7261516,0.14132023,4.3480215,2.8851469,-2.2544835,3.8413146,-1.5455289,0.26496175,0.45535022,-0.30420497,0.7982255,-2.7479448,1.9990743,1.9834144,-2.6427996,-3.99604
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,3,5.843506,10.105444,10.483686,9.777976,6.9167314,5.7580485,10.794412,7.0278196,8.57325,5.7886744,5.6962976,7.7989745,4.9838295,6.2483897,9.685247,8.347012,9.832268,5.591297,7.8393526,7.1648884,10.0322,6.0885463,8.27291,7.1000147,5.212656,5.3588204,5.277346,4.694583,5.504008,3.7963052,6.7689815,3.3898666,2.7173245,4.5573773,4.4196095,5.105551,5.630883,8.199622,2.8169415,6.3564343,8.025894,2.9368007,3.4418192,6.9977975,5.377259,3.5516849,4.4917555,9.339331,3.220562,4.211662,6.842289,5.6620793,4.5821147,7.2181287,4.5579104,8.97843,5.9502854,4.523585,5.1347446,4.197844,6.6462765,6.3633323,6.929302,5.9111853,2.8120556,5.942937,7.716459,5.09027,4.3577027,4.796146,4.434027,7.0660734,4.5904055,3.054388,3.4911125
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,4,11.627398,14.2771635,17.22765,15.168276,12.686832,13.8388405,14.321226,14.188486,13.124568,13.914086,12.693546,12.180207,13.164865,13.64422,15.21072,10.819252,13.971044,15.443104,13.641186,11.642113,14.285925,13.576934,14.00851,15.492763,15.91587,12.5624895,13.898993,11.161653,12.088674,11.623095,10.243859,11.949086,9.989359,10.753798,11.721216,10.087818,13.700198,12.612138,11.603509,13.512999,13.393455,10.316587,12.369194,13.636589,14.853377,14.318416,14.038445,13.770269,11.128233,10.910518,13.6150255,13.601826,11.235612,13.867349,13.760309,11.900819,11.584665,10.059603,10.882892,10.183556,11.755716,13.066342,12.549424,9.693814,9.196804,13.752827,14.712909,11.98236,12.155265,13.11927,8.263829,10.418768,11.087193,9.682878,8.332797
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,5,18.95785,19.07817,19.962734,19.885902,18.884047,18.461287,18.100782,21.211626,20.799603,19.37142,18.055317,18.679125,18.228262,21.21881,19.463692,18.642956,20.4622,19.199982,21.700672,16.00828,19.668953,16.166643,19.553825,22.011276,22.36929,18.138992,18.099394,16.219711,16.532238,17.445236,18.227625,18.244001,14.846752,16.644842,19.790749,15.216645,19.584066,17.93719,18.24238,18.13558,18.949005,18.547354,17.525444,18.859636,19.182028,15.027963,19.15743,18.298246,18.492416,17.514002,17.852476,18.49763,16.107769,19.956543,19.705479,16.819595,15.439368,15.785401,17.048351,16.585043,17.28674,17.33393,17.496603,18.55521,16.183905,17.388723,16.352045,20.125462,18.432117,17.614851,15.505956,15.599709,17.865084,17.095737,17.329062
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,6,23.636276,25.025204,23.715166,25.066824,24.08804,22.449772,24.352932,25.131075,24.167345,23.752594,23.626862,24.428986,22.15643,24.802555,22.906017,20.525974,25.475658,23.774727,23.31966,22.78566,22.967697,22.575888,23.528534,24.350279,22.758612,23.239878,21.311735,22.700918,22.726599,22.469374,23.301117,22.438011,21.935259,21.86695,23.059181,22.109076,23.888174,21.376003,22.719267,23.048143,23.220198,22.674902,22.179607,21.797693,23.26103,22.393072,23.549217,24.122686,22.074924,22.030409,21.91237,24.33449,21.690914,24.26273,22.831486,21.654566,22.175098,21.187979,23.085941,21.329817,21.663494,23.19515,20.80567,22.114687,22.782042,22.486525,22.365328,21.61757,21.634758,22.823729,20.408077,21.369022,22.556133,20.5449,22.357653
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,7,26.347746,25.746904,26.35759,26.718765,25.905117,27.24998,26.94002,26.360704,26.003355,26.06949,25.51733,25.84264,25.491098,25.378836,25.089945,24.93638,26.257914,24.903913,25.903175,25.206656,23.949873,26.140596,24.202986,25.35698,24.093788,24.478773,25.18873,25.809626,24.034143,25.648022,24.934967,23.829632,23.950123,24.086414,24.639776,23.820738,26.097353,23.401747,24.123009,25.597336,25.19136,25.349161,23.974363,24.665041,25.098545,25.37811,24.740421,25.757265,25.737925,24.763666,24.222118,25.024967,22.60963,24.360935,23.957947,24.121376,23.835957,24.42893,23.570219,23.820879,23.700006,24.118414,24.228186,25.280462,24.200222,23.875946,24.67365,24.753588,23.494638,24.364681,22.699762,24.830137,24.59175,23.496258,24.884218
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,8,25.601032,23.964037,22.888775,23.68502,25.052286,24.614147,24.773966,24.082617,23.383308,23.886225,23.942497,24.132025,24.392048,25.441284,23.609741,24.7914,24.028292,23.58837,24.46184,23.442135,23.344618,23.813423,24.537815,23.606695,23.534422,23.796923,23.913887,23.626259,22.92694,24.319489,24.701056,22.074427,22.042713,23.100418,24.275826,22.324072,22.959171,24.07995,22.140951,22.471382,25.301685,24.447483,22.917658,22.783533,23.246614,22.292007,23.144636,23.611572,23.716383,23.354841,21.960667,23.557629,20.533585,23.344131,25.175322,22.225233,22.5209,22.720058,22.455803,21.4258,23.076172,22.738817,22.151192,23.237907,23.645508,24.712622,22.18541,22.347366,22.216383,22.483341,21.632166,24.04505,22.60929,22.480293,22.738304
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,9,20.793188,19.853016,20.439955,21.51636,18.847044,21.584055,19.642546,20.092535,21.618675,18.407955,21.062647,21.013403,18.77676,20.165781,18.496763,19.898172,19.73703,19.09048,19.219118,20.713963,19.222366,19.057425,18.745972,18.988625,19.75977,19.69227,19.676516,19.34426,20.553762,18.618427,16.049782,19.32115,17.350895,18.469357,20.02338,18.400047,19.157463,19.610458,18.135868,18.654505,17.914785,19.84654,17.145752,18.458075,18.42389,18.598095,19.323296,18.467451,19.471884,18.857332,17.9881,18.272444,17.647924,17.354473,18.722687,17.52265,18.299555,19.046337,17.78361,17.260109,17.529049,18.408415,16.197233,20.061878,18.356955,21.110094,19.10383,18.992653,18.14724,17.667961,16.646591,19.243303,18.287037,19.363415,17.17716
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,10,15.428635,14.7694025,13.644796,12.373524,11.602096,14.291636,12.208284,14.885661,13.50453,14.52829,13.693252,14.341365,12.653468,13.613866,15.048002,11.930395,14.460286,10.8927,16.289965,13.779021,11.211538,13.941108,14.800076,14.135634,13.341946,13.703769,13.222129,13.319782,11.71375,12.306336,10.995516,10.443471,11.718878,11.064701,12.561999,13.09224,12.055669,10.692453,13.553611,11.859786,10.725868,11.71234,12.651084,10.9419365,13.330273,14.740856,13.081661,14.329432,13.104775,11.800747,9.776271,12.3950205,11.955361,12.23875,13.250407,13.806317,11.880837,11.12773,11.396854,14.610397,9.698063,14.049584,11.009641,10.942572,12.345434,14.48498,12.156435,11.648693,10.837321,11.739846,11.126327,11.457289,10.900578,15.258046,12.782845
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,11,0,9.239915,7.2230663,5.9508095,5.030137,4.555547,6.6199565,7.5290127,5.924332,5.369497,5.263745,5.849739,6.2664914,6.874884,6.780558,6.07031,6.071733,8.892983,6.74925,5.596098,8.790711,4.7568083,7.1917214,7.7751045,4.6623516,5.8487134,8.092761,4.981689,3.5901537,7.1541567,9.455574,6.748184,7.3419533,5.8372827,7.436115,6.096758,8.24216,7.2887387,5.927723,6.3449726,7.2891984,7.5029907,3.4596899,6.4432793,7.4017653,4.331453,4.2155323,7.2252893,3.7339613,3.9693315,5.299058,6.8538566,7.295552,7.688134,6.7627287,4.0950437,5.7761397,6.4148293,3.2314935,7.0438724,5.2060246,5.754849,3.1436465,4.174224,4.198037,4.084079,3.3242514,6.5598707,4.8687806,4.586033,3.929603,8.0657625,4.559741,6.7037215,3.6363094
Afghanistan,Asia,0.82,0.79,0.86,0,0,0,AFG,12,0,4.125845,1.250607,2.9651203,-1.0244669,2.0110028,2.4106135,1.4433619,4.3590064,0.4303187,1.1070683,-0.19138004,-0.6188016,-1.1253552,1.2529213,0.3889242,1.2482488,-0.68398744,-1.2981616,1.8536847,1.3690344,0.48846284,0.14847207,3.398073,1.5413764,1.8230469,5.5595016,-0.26306346,0.9392198,-1.5674087,-0.21517892,1.8736402,1.8976731,2.0563896,-0.020525564,1.8535756,3.1336212,3.5740345,-1.0284846,0.1680805,-2.4456615,-0.31301084,-2.2224026,1.8751699,2.1984754,1.0389637,3.4935572,2.1597314,-0.51045454,-0.27858847,-1.5290879,-0.8767409,-1.9570268,3.937026,1.1981891,3.1131115,-0.022620052,-0.62083566,1.1303614,-0.76996773,-3.503496,-0.24854681,-0.8901491,-0.14053631,-0.52931404,-3.0238597,1.9450406,0.3206583,-0.44257686,-1.6662596,0.17583938,1.2456801,1.2270961,3.0032067,-3.3042142
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,1,26.725933,24.996891,26.636724,25.03663,26.685623,27.783684,26.956781,27.050968,27.657322,25.381086,24.203962,26.714722,27.188654,25.953304,26.72807,24.2802,26.596212,26.51069,26.788324,25.65194,26.739674,26.378742,26.198036,27.494135,26.68548,25.915287,28.072334,25.178995,25.950045,25.987339,25.748552,25.075996,24.50316,26.61927,26.540144,26.81195,26.49373,25.627876,24.498148,25.547424,24.834166,25.372623,24.248747,24.856081,25.894363,26.586317,26.050888,25.487894,23.263796,25.57105,23.823101,25.501095,24.16377,23.438993,24.83288,26.68354,24.343285,23.555197,26.494066,22.964958,26.6859,21.562569,23.811583,23.849997,25.1926,24.55338,25.795677,23.333223,26.00681,25.102194,24.799818,23.834618,24.643774,24.709986,25.55184
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,2,28.493902,27.326,27.57893,26.30731,27.126392,29.485777,27.1081,27.580997,27.124765,26.925055,27.030527,29.166084,28.634552,27.786257,29.100344,27.5906,26.574669,27.477558,28.25355,28.72084,27.025396,28.333992,27.998604,28.372179,27.116335,27.105658,29.22121,27.025463,26.651737,26.798119,27.868862,26.062792,27.268328,27.506258,27.865753,26.811352,28.16995,27.03035,26.807621,27.901909,27.350813,27.56725,27.285685,27.521608,27.462791,27.443874,27.13969,25.46943,26.088854,26.736017,25.628298,27.357718,26.388521,25.328493,26.365364,26.680859,25.580313,25.499876,27.441286,26.541067,26.889017,24.690714,24.993458,26.815956,26.08255,27.340277,26.36941,26.65925,26.01156,27.216265,25.618032,26.312096,25.69659,25.932796,26.553528
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,3,29.96222,28.400537,28.762331,29.115288,29.652248,29.992516,28.317926,28.631657,29.851305,29.631325,29.945526,30.19213,29.402832,27.858362,30.083279,28.397022,28.104637,28.787104,28.732914,28.8225,29.365856,29.200016,29.467443,28.306015,28.770271,28.896502,30.960659,28.432312,29.353296,28.906555,27.715631,27.787292,29.020845,29.707964,28.087828,27.334099,29.934702,29.276396,28.12404,28.493357,28.257652,29.260386,28.840405,29.367039,29.120157,29.635086,29.038414,27.791536,27.139597,28.180447,27.103354,28.636997,26.726177,27.054255,28.666466,28.53534,28.204031,27.5633,28.538507,26.950615,28.294004,26.781324,27.62174,28.305391,28.193087,27.24539,29.220352,28.0598,27.64453,27.378565,26.924425,28.144548,27.089079,27.752943,27.627916
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,4,32.238808,29.959167,28.470863,28.629282,29.65126,30.318874,29.06223,28.918093,31.46279,29.854673,28.666332,29.608553,28.888882,28.725887,30.64803,28.311745,28.81617,29.226728,28.653238,29.8616,29.894918,30.223883,29.628368,29.75628,28.167244,27.668236,30.487474,27.973215,28.16343,29.822647,28.735577,29.24108,29.957182,29.915493,29.728146,28.967838,28.816315,30.186832,29.089218,28.09186,28.908005,30.475782,27.795721,28.882936,29.819149,29.157904,29.085579,28.797314,28.391094,28.464714,27.598661,29.589512,26.849178,28.185137,28.392895,29.232134,27.543776,27.712906,28.517975,28.30944,29.063997,28.324316,28.190855,28.5324,28.954323,28.409771,29.597076,27.405798,28.30132,28.03076,27.962822,28.426582,27.526918,28.66495,28.28583
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,5,30.012947,29.462069,27.771667,29.009037,30.023073,29.16192,28.230562,28.243467,29.879263,29.7739,29.446478,28.995863,28.322565,28.35167,29.811369,27.538452,27.34642,27.699091,28.245386,29.098125,28.724747,28.554314,29.056059,28.369146,27.697395,26.924025,29.843655,27.948986,27.573168,28.695202,28.215876,28.64363,29.236132,28.663416,28.52649,27.897278,28.193336,29.034979,27.81145,27.518106,27.37731,28.794846,28.371414,27.98247,28.45738,28.073555,27.920422,28.40185,27.077402,27.238781,27.488768,28.093925,28.858559,27.116877,28.489698,28.793997,27.276949,27.2082,26.385853,27.273926,27.034391,28.228937,27.81724,27.38304,27.962538,28.13659,28.350222,26.754242,27.512058,27.62462,28.467178,27.596272,27.096012,27.433687,27.378988
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,6,28.884418,28.270712,28.533846,28.54514,28.34488,28.749342,27.55394,28.1729,28.29115,28.540194,28.204348,27.865892,28.12833,27.605288,28.654646,27.746098,27.61577,28.11884,27.922346,28.233694,27.322086,28.20809,27.970556,27.410938,26.991299,26.646849,28.51014,28.087662,27.583824,28.139982,26.80463,27.360975,27.47326,27.519903,27.529778,27.443542,27.251505,27.838232,27.624353,26.862803,26.753723,27.717205,27.008093,27.075842,26.83812,27.260843,27.143555,28.111141,26.90719,26.221575,27.260204,27.653416,26.879688,26.330172,27.05433,27.382454,27.224663,27.02583,26.724323,26.520601,27.08649,27.223873,26.869196,26.695684,27.048473,28.033657,27.384577,26.40152,27.272024,26.877474,27.45301,26.40737,26.73724,27.421186,26.720812
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,7,27.373531,27.815796,27.369255,27.884407,28.075586,28.132357,27.450043,27.203661,27.559494,28.147625,27.42147,26.985378,27.435165,27.305506,27.882212,27.074038,27.476318,27.066227,26.93888,26.900206,27.216986,27.256607,28.13319,27.495977,26.651993,26.658384,28.182535,26.884674,26.924362,26.997992,26.646727,27.10792,26.972483,26.756235,27.404482,27.014954,27.305119,27.44578,27.092937,26.570251,26.867447,27.27472,26.76914,27.137268,27.06782,26.904884,26.822094,26.85369,26.565538,26.623463,27.083042,26.927048,26.879751,26.413786,26.837357,26.219698,27.066914,26.410198,25.971336,26.525389,26.942047,26.578552,26.326874,26.477045,26.952187,26.214888,26.440296,25.954899,26.521433,26.655231,26.398472,26.659227,26.454031,26.57641,26.284042
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,8,28.47029,28.250303,27.13188,27.924376,27.65347,27.564205,27.072721,27.768396,28.016254,27.837465,27.470198,27.203892,27.767136,27.124996,27.130255,27.593426,27.061945,27.062357,26.725357,27.073784,27.029839,27.274868,26.743164,26.809513,26.85747,26.815643,27.474533,26.960844,27.101044,27.117378,26.516556,26.443499,26.553814,26.583487,27.176027,26.851517,27.25048,27.407555,26.524643,26.67823,26.670715,26.731524,26.590721,26.921646,26.703823,27.011744,26.603123,26.778275,26.158424,26.351904,26.66087,26.76001,26.679916,26.378397,26.523182,26.546774,26.549065,26.22891,25.83309,26.447515,26.208733,26.18641,26.360455,26.43146,26.860931,26.33503,26.371761,25.884144,26.312708,25.8289,26.21931,26.474401,26.31008,26.338474,26.748049
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,9,27.425919,27.24746,26.654917,26.759588,27.433409,26.902235,27.169748,27.930084,27.3368,27.53487,27.210552,26.670706,26.599358,26.482096,27.38684,26.528847,26.5329,27.152285,26.675991,26.76323,26.907187,26.657303,26.567854,27.12478,26.5789,26.687376,26.57588,26.783623,26.37613,26.418335,26.254864,26.17378,26.908861,26.46893,26.919992,26.583187,26.911865,26.661194,26.375141,26.363152,26.22293,26.700304,26.076572,26.89819,26.492796,26.739227,26.16336,26.148138,26.26055,26.109133,26.674326,26.36224,26.19452,26.296675,26.56864,25.999914,26.186022,26.166864,25.407541,25.91537,26.303783,26.277437,25.925829,26.22432,26.279476,26.194513,25.973278,25.53148,25.401424,25.803267,25.97615,26.126196,25.84815,26.226898,25.554976
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,10,27.115215,27.403055,26.551727,26.511978,25.881073,27.521168,27.770252,27.192907,27.01209,27.430126,27.12245,26.684406,27.24041,26.627884,26.300434,26.527655,26.857355,26.365854,26.83057,26.894598,26.62187,26.558907,27.161972,26.80522,26.142136,26.329353,26.57457,26.86808,26.407003,26.506409,25.779934,25.912903,25.519825,25.73787,26.465792,26.202787,25.550308,27.04876,26.387138,26.199276,25.919714,25.900282,26.372107,26.59343,26.304592,26.006426,25.88604,26.723558,26.44885,25.390484,25.938597,25.86718,26.822863,25.3652,25.895258,26.334112,26.01172,25.666298,25.767355,26.325455,26.266586,26.088951,26.080484,25.530746,25.90534,25.854176,25.52649,25.786402,25.57959,25.566626,25.814787,25.628445,26.349773,25.837618,25.385572
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,11,0,26.922209,27.074997,26.664507,26.362692,26.254478,28.063784,26.80292,27.30754,28.161057,27.880749,26.836414,27.49259,26.993391,25.926725,26.453253,25.58957,24.75734,27.93195,26.386158,27.595098,26.92825,26.834785,25.007666,25.736652,25.836668,25.620884,26.9325,25.86869,25.72169,26.50691,25.791904,25.098576,25.776995,25.603466,26.0476,24.87034,26.523499,25.287909,26.346643,25.730282,24.63337,26.36386,25.594942,25.803308,25.79522,24.724638,25.368107,24.666035,24.796398,25.160826,24.62674,26.248598,23.657742,25.27758,25.075905,25.89071,25.536457,25.226654,26.271729,23.768011,26.305325,25.596502,25.862825,25.793907,25.939478,24.709642,24.172792,24.527367,24.996988,25.8217,24.183088,25.204157,25.640623,25.051285
Cambodia,Asia,0.68,0.66,0.71,0.42,0.35,0.49,KHM,12,0,26.835752,25.25222,25.279686,25.892174,25.348635,28.227207,25.518034,25.938765,27.90277,26.031023,23.975637,27.47832,25.618713,26.157545,26.421947,24.806644,26.295084,26.32685,24.910954,25.335552,25.408638,27.693441,25.934229,26.476679,23.01159,24.635672,27.260126,24.387564,24.735682,26.516546,24.153889,25.72276,25.744202,25.249825,24.786482,24.16136,23.588488,24.471518,24.239855,25.754515,24.612724,23.994879,23.365742,25.407656,25.288126,24.913643,25.863056,25.116165,22.437292,24.525984,23.49302,24.721174,24.664736,25.248802,23.94216,26.09199,23.46802,24.937443,25.921785,23.170757,24.525616,23.529493,25.254288,24.360243,25.803509,23.93419,23.430384,24.063103,23.488075,25.479065,23.251501,24.280727,24.184034,23.145296
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,1,-6.3306623,-7.0017796,-6.93264,-7.1413617,-6.585061,-7.1000233,-7.7520576,-6.132912,-8.174116,-6.174452,-6.241402,-8.056039,-9.469179,-10.644357,-6.7613873,-6.8046293,-8.813368,-6.8891406,-6.8509974,-7.8244343,-7.526164,-7.1860013,-5.9436817,-7.95699,-8.432668,-6.549754,-8.632832,-7.2689877,-8.414288,-8.184363,-7.1628923,-8.916503,-7.393005,-7.720912,-7.585704,-7.829636,-6.955124,-7.123004,-8.005871,-8.855528,-9.699354,-8.435124,-6.5688357,-8.476113,-8.823939,-7.153644,-9.506454,-10.644024,-7.5420947,-7.671837,-8.383343,-7.8497453,-7.072358,-8.628308,-8.992104,-9.550397,-8.997014,-9.261004,-7.6578965,-6.671301,-8.223268,-9.214541,-8.996779,-8.61204,-8.788482,-8.478979,-8.871999,-9.867099,-8.518097,-7.368605,-9.04163,-10.5964155,-9.226988,-9.149736,-6.3585696
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,2,-4.56044,-2.2746537,-6.0921063,-1.36292,-2.8763916,-4.272922,-4.5257707,-2.5294142,-4.192671,-2.969055,-5.1915355,-4.151107,-5.558658,-3.5587578,-4.232099,-2.1280925,-6.492296,-1.5412862,-3.5104883,-6.1822224,-3.191338,-3.3114665,-2.0672164,-4.1496515,-6.1126647,-2.14614,-2.665694,-4.7990713,-5.2541375,-4.3494897,-4.689434,-2.7176166,-5.1790266,-4.3689456,-4.420587,-5.1253324,-5.77877,-3.33447,-5.668332,-5.394906,-6.8689775,-6.4849615,-4.8289065,-4.8797483,-5.940814,-3.7593033,-6.566014,-6.5202465,-3.555705,-5.1999235,-6.546631,-4.3763366,-7.788179,-5.949309,-5.077083,-7.9605145,-8.259144,-6.245904,-3.903814,-5.166287,-8.326782,-4.7832756,-4.7842717,-5.41877,-2.6463993,-5.175546,-5.847202,-5.7539043,-4.654532,-6.2486043,-8.706633,-5.484954,-5.075689,-5.7002306,-5.901984
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,3,3.1802516,4.0252867,4.4264293,4.027128,3.0306067,2.4161808,4.065195,1.6565348,3.3431592,2.8721447,2.6595733,3.3303742,0.82961774,-0.034827556,1.1106153,1.9865937,3.5949886,1.7857826,1.7122583,1.4400654,2.4952598,1.4807816,2.9761152,1.7512083,1.2676536,1.023666,1.1428404,2.630804,0.76580715,1.0418841,0.16818058,1.7326437,0.64566344,0.92677873,1.9146554,1.0924114,-0.69127035,0.7673388,0.78350043,-0.41165304,0.6967088,0.4134315,1.1773336,1.919921,-0.033606485,-0.05599232,0.3366832,1.3869555,-0.33377782,1.5660669,-0.15151195,1.2338033,1.9766402,0.14447513,-2.019112,1.2042468,1.523274,0.6250501,1.2306603,0.122440696,1.111773,2.00132,-0.067906536,0.7234446,1.775473,1.5858753,1.2093682,0.53922975,-0.84588253,0.20630217,-0.5260258,0.55064905,2.1332223,-0.7207012,1.7384827
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,4,10.140587,8.306581,9.488052,7.9786825,8.353897,9.746391,9.453651,9.208637,9.644838,8.589079,9.099058,7.932476,8.8802185,8.5945215,6.7106705,9.646663,8.92669,8.601952,8.020646,8.685873,9.607706,8.359188,8.498116,7.8020215,8.005144,9.044423,9.809057,8.1525755,6.9805856,6.9781,8.56636,7.5562267,8.561752,7.335275,6.7859406,7.3942237,7.541057,7.8537145,7.0128765,8.133796,7.6449084,6.9017262,7.304941,8.470066,6.9781833,7.270621,8.167804,7.574019,6.610751,7.939068,8.369551,8.439892,7.014006,8.073367,6.8659043,7.765447,7.1001277,7.1258183,6.863516,7.135936,8.76032,6.9663086,6.9692326,8.38784,6.7423153,8.212606,8.419983,7.782046,7.843719,8.15448,6.831091,5.51116,6.667564,5.6736007,7.087502
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,5,15.027371,13.228718,14.218539,13.9451,14.2127,13.403393,14.418174,14.319436,13.625062,13.908971,13.599003,14.18581,14.108972,13.492303,13.64729,13.843271,14.162482,14.756369,13.793901,13.230303,13.412906,13.053999,13.372911,13.8576975,14.555282,13.616947,13.805484,13.830025,13.379367,13.593154,13.945109,12.644062,12.996027,12.971248,12.962849,13.30013,12.808127,12.637616,13.432424,13.33286,13.448987,13.1099,13.047479,13.071142,13.343485,12.890056,13.522624,12.157356,12.795248,12.281338,13.5049,12.716769,13.408042,12.601426,13.207309,13.810363,13.004257,13.917917,12.527542,12.9806385,12.846463,13.669871,12.980365,12.72567,12.175296,12.098152,12.233258,12.769761,12.239763,13.920865,11.564014,12.268306,13.990481,13.606614,13.599647
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,6,18.61862,18.535868,18.92377,18.255543,18.108988,17.981806,18.585947,17.764635,18.349913,17.532803,17.878508,18.32223,17.946894,18.186146,18.21633,17.884129,18.061451,18.2788,17.970642,18.444918,17.597086,17.57231,18.212847,18.14408,18.164713,18.008848,18.170279,17.519087,17.345148,18.169823,17.921259,17.242287,16.641228,17.636034,17.68625,16.879045,17.85795,16.868938,17.47977,16.954853,17.453924,16.36702,16.863295,17.687742,17.49435,17.322035,17.82481,16.828373,16.31877,17.328646,16.720543,16.888962,17.483461,17.200993,16.566969,16.486183,17.153255,17.112558,17.125305,16.924553,16.676907,17.114275,17.00601,17.975662,17.299387,16.668962,17.121225,17.142382,16.787891,17.818743,16.49972,17.267197,18.281494,17.239283,16.824045
China,Asia,0.85,0.83,0.86,0.85,0.83,0.86,CHN,7,21.318682,20.8551,21.055056,21.010496,20.015999,19.92995,20.796179,20.952396,20.676407,19.946602,20.161993,20.282066,20.179085,20.13876,20.873856,20.007841,20.023745,19.90488,20.387257,20.189314,19.617552,19.47672,20.04808,20.561218,20.708529,20.093164,20.076555,19.986637,19.431847,19.486626,20.341967,19.0127,18.922447,19.852783,19.466469,19.218216,20.03986,19.431032,19.3627,19.144234,18.987377,18.987709,19.312006,20.08104,19.43194,18.786816,19.740494,19.496122,18.47562,19.181978,19.404104,19.407038,19.308357,19.60115,19.282001,19.227203,19.263916,19.464548,19.141846,19.156437,19.253277,19.376738,19.638597,20.016405,19.46962,19.625954,19.922577,19.509792,19.148718,19.68227,19.103975,19.16334,20.42354,18.94928,19.81501
