Country,Group,Prevalance..primary.,X95..CI.min,X95..CI.max,Prevalance..primary...secondary.,X95..CI.min.1,X95..CI.max.1,Country.Code,Indicator.Name,Indicator.Code,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022,X2023
Gabon,"Africa (southern, eastern, western)",0.93,0.88,0.98,0,0,0,GAB,"Population ages 15-64, total",SP.POP.1564.TO,312335,313976,315829,317727,319742,322164,324895,327788,330871,335303,340793,345903,350752,355681,360974,366724,372955,379677,386860,394437,402413,410832,419682,428996,438812,449186,460198,471851,484105,496929,510365,524470,539316,554965,571412,588744,607100,626418,646679,667934,690305,713941,738903,765288,793258,823039,854857,888670,924237,961372,1000174,1040614,1082486,1125185,1166762,1205425,1240618,1272870,1303743,1334534,1365646,1397191,1429309,1462392
Ghana,"Africa (southern, eastern, western)",1,1,1,0,0,0,GHA,"Population ages 15-64, total",SP.POP.1564.TO,3597798,3664503,3714399,3771672,3839178,3913330,3992054,4077436,4169111,4268974,4383614,4514264,4657650,4813269,4979699,5155356,5340033,5534592,5736726,5940864,6141951,6339493,6538602,6740489,6895872,7005431,7120814,7254806,7418739,7609833,7819508,8035181,8268985,8527123,8795742,9077060,9370634,9687166,10029789,10374839,10722997,11099866,11501424,11904276,12306846,12710515,13116164,13528348,13942987,14352729,14746366,15130695,15521628,15920252,16326827,16746083,17187227,17640373,18086170,18529159,18990581,19459598,19920727,20387003
Kenya,"Africa (southern, eastern, western)",0.39,0.34,0.43,0.39,0.34,0.43,KEN,"Population ages 15-64, total",SP.POP.1564.TO,3725576,3852655,3989156,4135967,4295413,4449815,4595044,4750300,4918424,5098354,5285940,5466512,5647320,5841708,6040901,6241758,6443171,6665343,6915372,7181021,7473259,7787822,8117179,8470101,8839546,9215291,9593605,9976920,10378447,10799544,11240896,11679268,12114919,12561368,13022300,13488613,13951108,14425897,14915278,15446878,16025655,16648251,17290047,17932845,18595887,19260397,19925957,20591639,21272698,21975064,22669400,23356651,24049126,24755047,25471220,26203416,26980523,27788382,28585926,29402826,30268153,31146668,32046684,32990012
Malawi,"Africa (southern, eastern, western)",1,1,1,0,0,0,MWI,"Population ages 15-64, total",SP.POP.1564.TO,1961580,2015696,2070781,2122920,2172696,2219480,2263099,2308157,2354476,2401824,2451604,2505820,2564676,2627869,2695594,2767791,2845233,2932406,3028284,3129754,3237271,3349749,3467033,3589463,3717297,3849929,3984145,4171324,4398376,4609342,4793933,4943733,5091414,5169843,5116170,5122762,5244239,5366528,5491612,5610484,5724286,5843250,5963929,6090646,6226893,6372086,6528495,6698379,6886546,7090086,7304667,7530545,7769193,8025475,8301034,8595711,8909538,9243011,9596190,9970119,10363487,10769524,11181843,11598965
Mozambique,"Africa (southern, eastern, western)",0.95,0.93,0.98,0.97,0.94,1,MOZ,"Population ages 15-64, total",SP.POP.1564.TO,3737619,3793461,3853160,3919115,3989539,4060505,4132293,4207871,4288383,4373767,4466945,4571412,4689835,4820626,4961653,5114059,5273900,5443607,5623746,5803633,5933860,6043527,6179898,6321880,6465393,6605899,6736337,6775020,6787690,6879327,7016310,7175343,7330203,7550824,7936060,8307153,8570779,8795173,8984485,9180443,9384685,9601410,9832005,10071449,10320509,10575492,10833752,11104548,11381066,11663901,11976231,12328939,12720757,13147107,13601883,14081467,14602011,15133399,15643162,16155310,16691707,17234266,17774048,18351167
Namibia,"Africa (southern, eastern, western)",0.93,0.89,0.96,0.87,0.8,0.94,NAM,"Population ages 15-64, total",SP.POP.1564.TO,313851,318941,324625,330756,337544,345155,353344,362190,371509,381283,391558,402118,413066,424039,435208,447094,457640,467338,469885,472711,479312,480087,487960,504905,523081,543327,566398,591597,620828,682544,742472,769810,795895,822892,850052,876795,903131,928508,953378,978367,1003336,1027805,1051396,1073843,1096167,1120728,1147163,1173699,1200004,1225722,1250196,1273122,1295744,1319382,1343988,1368791,1393116,1416809,1439969,1463037,1487578,1512169,1534823,1558462
Niger,"Africa (southern, eastern, western)",0.13,0.07,0.19,0.13,0.07,0.19,NER,"Population ages 15-64, total",SP.POP.1564.TO,1750038,1803293,1856257,1905692,1950527,2002046,2063017,2126120,2191243,2258125,2326760,2396609,2468156,2542244,2618959,2698933,2782016,2867987,2957324,3050221,3145323,3241622,3339270,3438517,3539715,3644715,3755802,3872300,3993764,4121356,4254998,4393241,4536097,4685540,4842872,5009856,5180016,5347108,5518141,5694308,5874510,6059460,6248398,6442915,6644224,6854468,7074702,7305428,7548264,7804855,8078095,8369511,8689408,9029922,9383245,9758173,10150650,10551055,10961996,11388161,11830026,12292016,12776544,13287075
Nigeria,"Africa (southern, eastern, western)",0.87,0.81,0.93,0,0,0,NGA,"Population ages 15-64, total",SP.POP.1564.TO,25010688,25531510,26058489,26567543,27046284,27549773,28092239,28627104,29168603,29731702,30327839,30944064,31578428,32255285,32984593,33778525,34623149,35532478,36491541,37476422,38512015,39546651,40554056,41417008,42308886,43374660,44458050,45602189,46831774,48149290,49552284,50976505,52433239,53976944,55584801,57214417,58854939,60537044,62257586,63994707,65737194,67490259,69254760,71029184,72842946,74688882,76561196,78494639,80490852,82560331,84736977,87026684,89395155,91825943,94334391,96892497,99550750,102395824,105337711,108324781,111445958,114665538,117970520,121418082
Republic of Congo,"Africa (southern, eastern, western)",0.93,0.88,0.98,0,0,0,COG,"Population ages 15-64, total",SP.POP.1564.TO,569958,582031,594435,607952,622579,637753,653710,670386,687807,706008,725018,744909,765657,787273,809686,830124,848628,867925,888207,909773,932748,956881,981362,1005857,1034603,1067664,1101416,1136368,1172163,1209586,1248394,1288222,1328360,1372048,1416595,1459109,1502645,1532239,1565369,1615478,1699978,1784897,1829663,1887576,1965394,2050388,2141440,2231089,2307930,2410145,2518588,2593573,2653141,2701056,2752500,2808201,2870177,2939095,3013042,3091439,3174994,3263441,3357077,3457164
Rwanda,"Africa (southern, eastern, western)",0.49,0.39,0.59,0.49,0.39,0.59,RWA,"Population ages 15-64, total",SP.POP.1564.TO,1442242,1466355,1489136,1510345,1539935,1585248,1641140,1706060,1776501,1848450,1920769,1992108,2063495,2136834,2211611,2287491,2363550,2437805,2509635,2585540,2670656,2765335,2866333,2957862,3038303,3128948,3237303,3350032,3444730,3515573,3584110,3660965,3753317,3890304,3243702,2666211,3204368,3724355,3923851,4051365,4177794,4302754,4432743,4580983,4738488,4889558,5035413,5179966,5326653,5479430,5640377,5806317,5973842,6143966,6319263,6502508,6701091,6911283,7123249,7340174,7568496,7803465,8036935,8268381
Senegal,"Africa (southern, eastern, western)",0.79,0.76,0.82,0,0,0,SEN,"Population ages 15-64, total",SP.POP.1564.TO,1755519,1802485,1850132,1897640,1944089,1996594,2057807,2122257,2189157,2257849,2328066,2399552,2471896,2544675,2615105,2679296,2736217,2783378,2825265,2870326,2920477,2976512,3038468,3105924,3178958,3260323,3352698,3453856,3561069,3674158,3793158,3918053,4048043,4181470,4315503,4447398,4576403,4703705,4832279,4964961,5102974,5245951,5393548,5544640,5699074,5858718,6022403,6188958,6359242,6532629,6709671,6892159,7081224,7277456,7487751,7711881,7946265,8193488,8451771,8719458,9000711,9296026,9595171,9898917
Somalia,"Africa (southern, eastern, western)",0.94,0.88,0.99,0.94,0.88,0.99,SOM,"Population ages 15-64, total",SP.POP.1564.TO,1507305,1538696,1572562,1608396,1646907,1691465,1740240,1789830,1840420,1891872,1944493,1997622,2051646,2107553,2164002,2220580,2277843,2338502,2507963,2834333,3081491,3095971,3095428,3184372,3290240,3412589,3541666,3654384,3636867,3551138,3511901,3386067,3266722,3375176,3536832,3654381,3778345,3903460,4059471,4217976,4381416,4550847,4714524,4879493,5045126,5194333,5316299,5454457,5613726,5765370,5924533,6032317,6155187,6370150,6606587,6839637,7108393,7401161,7685106,7982608,8275858,8558587,8845479,9142998
South Africa,"Africa (southern, eastern, western)",0.81,0.77,0.84,0.77,0.72,0.81,ZAF,"Population ages 15-64, total",SP.POP.1564.TO,8948630,9231161,9526028,9838331,10151908,10463707,10783326,11113201,11455927,11805826,12159495,12533784,12939162,13365110,13796058,14227169,14654375,15122832,15643393,16166039,16688228,17178356,17656970,18187857,18774776,19428801,20167718,20932853,21663380,22356476,22986083,23467984,23818107,24169268,24599019,25102745,25648188,26274353,26965319,27664706,28369978,29081144,29803907,30511731,31175478,31776293,32331020,32862272,33370739,33868111,34370007,34866342,35323461,35741766,36262376,37041896,37274755,37200003,37537017,37933572,38374016,38815753,39264163,39782308
Sudan,"Africa (southern, eastern, western)",0.55,0.53,0.57,0.53,0.5,0.55,SDN,"Population ages 15-64, total",SP.POP.1564.TO,4230265,4352232,4480434,4610907,4746593,4889282,5030236,5171873,5320326,5473783,5633116,5803946,5987754,6187948,6435119,6724353,7022824,7339539,7678164,8031913,8403883,8791578,9169459,9478028,9683913,9837334,9991450,10124152,10199023,10296037,10452501,10611383,10760542,10963924,11280903,11648982,12034494,12453818,12879721,13329170,13811387,14273212,14702421,15125396,15580380,16095021,16652535,17223504,17773461,18300639,18720308,19028889,19387074,19815370,20389848,21080645,21786379,22561585,23331283,24007879,24657520,25335228,26048486,26807499
Tanzania,"Africa (southern, eastern, western)",0.45,0.41,0.49,0.45,0.41,0.49,TZA,"Population ages 15-64, total",SP.POP.1564.TO,5233949,5389879,5551923,5711665,5867986,6025619,6189147,6359901,6553948,6772296,7000178,7237913,7492173,7756201,8022849,8298085,8582889,8875364,9163754,9436623,9693561,9951010,10223141,10541315,10879239,11246584,11653859,12084494,12500280,12884996,13286880,13692935,14104949,14613975,15241885,15801304,16185160,16589103,17075598,17574658,18111015,18633992,19142473,19662048,20193702,20735332,21288510,21855542,22415138,22929573,23479945,24131737,24841137,25611960,26440771,27366367,28384723,29438314,30500299,31572788,32700277,33876659,35066910,36272455
Uganda,"Africa (southern, eastern, western)",0.87,0.8,0.94,0.91,0.85,0.98,UGA,"Population ages 15-64, total",SP.POP.1564.TO,3912121,4001548,4102411,4218209,4350447,4491516,4635255,4783574,4936893,5090000,5237442,5371949,5479618,5577551,5694544,5826552,5965945,6114041,6270867,6407542,6516128,6635798,6785295,6958407,7159317,7372159,7590611,7829003,8077370,8332920,8591978,8862614,9156503,9460085,9751861,9939696,10136090,10384879,10662642,11010700,11358715,11709727,12095458,12506810,12900323,13301770,13727841,14183282,14665945,15168862,15692449,16232610,16789396,17366716,18003206,18717893,19556754,20492668,21429190,22399621,23385723,24362660,25290128,26163266
Zambia,"Africa (southern, eastern, western)",1,1,1,0,0,0,ZMB,"Population ages 15-64, total",SP.POP.1564.TO,1597324,1642027,1687754,1733446,1780051,1829717,1882087,1936662,1993636,2050476,2098576,2140820,2186412,2235863,2289534,2347489,2409788,2476356,2546843,2621256,2701106,2790021,2891807,2998270,3101188,3205151,3314384,3423768,3529328,3632665,3734859,3836441,3936602,4036856,4139211,4242982,4351350,4471542,4598257,4731564,4881644,5057305,5242015,5431530,5630926,5844221,6075107,6321221,6581663,6851648,7126462,7398220,7674249,7963177,8267559,8583354,8909618,9247773,9597499,9959989,10332596,10709967,11088982,11474311
Austria,"Europe (western, southern, northern)",0.22,0.19,0.25,0.22,0.19,0.25,AUT,"Population ages 15-64, total",SP.POP.1564.TO,4633265,4617690,4615737,4620920,4619535,4615259,4614238,4615958,4609383,4598618,4597890,4611662,4640698,4676463,4694173,4692362,4707837,4741844,4772679,4802105,4846328,4914857,4979548,5033355,5082055,5109326,5122590,5127529,5130120,5148524,5185162,5232760,5284193,5319765,5330400,5330655,5336622,5347896,5362014,5383919,5411062,5448046,5491630,5532119,5561678,5577847,5587256,5598503,5616074,5629260,5648587,5675763,5696737,5719020,5753902,5812079,5866325,5893061,5906977,5918009,5925020,5926351,5950883,5974693
Belgium,"Europe (western, southern, northern)",0.15,0.13,0.17,0.15,0.13,0.17,BEL,"Population ages 15-64, total",SP.POP.1564.TO,5889316,5886018,5893426,5924102,5963608,5998484,6020767,6039466,6057818,6074963,6081952,6096517,6128002,6161837,6204402,6250495,6293685,6331230,6364225,6399672,6442076,6487538,6537760,6590223,6629738,6646669,6651137,6654808,6666199,6674483,6673010,6673807,6679959,6689623,6697475,6698372,6697743,6701076,6705137,6713345,6723820,6743920,6774608,6805014,6836408,6881331,6944194,7013018,7073628,7123379,7176760,7249661,7267828,7277628,7285273,7306314,7325397,7333843,7346245,7366035,7384578,7402978,7448221,7515294
Denmark,"Europe (western, southern, northern)",0.04,0,0.09,0.04,0,0.09,DNK,"Population ages 15-64, total",SP.POP.1564.TO,2940617,2976218,3012059,3041799,3065082,3084639,3102047,3118640,3133691,3149757,3172152,3191505,3205183,3219554,3229500,3234433,3242225,3255808,3273393,3294154,3316051,3338634,3359432,3374547,3386581,3397571,3409935,3426050,3438973,3448781,3462107,3476601,3488806,3499894,3510374,3525189,3539628,3547207,3552376,3556408,3560844,3567227,3573414,3578487,3583778,3590112,3598201,3608446,3620404,3627842,3629335,3627006,3624206,3627270,3637286,3656091,3677758,3693665,3704032,3710063,3713686,3722898,3745673,3766438
Finland,"Europe (western, southern, northern)",0.19,0.18,0.2,0.19,0.18,0.2,FIN,"Population ages 15-64, total",SP.POP.1564.TO,2758982,2800637,2847308,2893075,2929871,2957576,2983517,3013503,3041209,3050645,3050589,3070070,3103738,3132676,3156498,3174221,3185506,3195107,3207298,3220857,3236466,3257494,3281958,3304833,3325745,3338646,3342962,3345440,3344810,3346792,3355727,3369870,3384938,3396122,3403789,3409589,3416505,3426968,3441552,3455387,3464352,3471758,3478324,3483581,3488772,3499298,3507266,3518847,3536864,3547864,3549606,3539610,3524876,3508386,3491693,3475929,3463631,3451227,3437072,3426873,3419944,3417691,3419917,3432594
France,"Europe (western, southern, northern)",0.36,0.32,0.39,0.25,0.17,0.33,FRA,"Population ages 15-64, total",SP.POP.1564.TO,28965834,29238690,29614124,30008256,30403202,30785218,31136220,31458818,31764862,32056417,32340743,32616494,32884589,33140342,33388573,33634646,33891698,34147892,34400960,34676025,35037746,35513684,36007853,36466611,36890957,37193165,37404486,37644930,37881863,38080277,38220053,38470417,38583290,38699432,38807704,38922858,39046559,39173831,39288628,39446754,39677855,39940381,40220123,40511430,40808634,41120722,41435583,41694810,41868249,41982175,42084351,42095743,42005760,41924226,41834284,41731092,41634728,41566422,41540363,41525825,41514540,41541802,41559412,41555782
Germany,"Europe (western, southern, northern)",0.16,0.15,0.18,0.16,0.15,0.18,DEU,"Population ages 15-64, total",SP.POP.1564.TO,49087200,48967259,48955708,49014231,49033259,49114828,49198400,49098900,49056075,49255985,49281574,49296569,49534072,49778985,49962659,50020033,50123464,50335783,50630716,51039669,51621171,52327724,52983012,53523737,53841127,53933079,53999475,54051619,54167870,54462370,54775060,55022968,55331456,55584804,55678803,55783193,55926158,56014679,56031389,55988420,55870870,55754780,55661657,55504907,55245312,54928804,54601018,54364149,54181517,53968471,53930401,53064867,53223281,53359211,53484793,53786433,54016360,53973322,53871540,53703580,53459730,53209258,53319483,53447147
Greece,"Europe (western, southern, northern)",0.55,0.52,0.59,0.75,0.7,0.79,GRC,"Population ages 15-64, total",SP.POP.1564.TO,5444876,5480708,5507858,5522114,5532975,5543158,5562575,5585940,5603478,5610240,5613357,5630134,5659115,5675682,5685081,5723161,5795753,5859737,5930916,6007439,6079066,6157370,6228922,6304494,6377993,6447923,6514337,6577693,6638578,6707163,6810393,6920739,6997746,7059651,7116272,7173674,7226074,7274950,7323934,7355477,7381435,7407059,7414777,7410994,7406506,7400093,7397524,7401422,7402118,7391000,7360393,7304091,7224390,7140124,7065107,6995156,6942178,6905510,6872299,6845559,6808717,6704221,6601149,6553774
Ireland,"Europe (western, southern, northern)",0.04,-0.01,0.09,0.04,-0.01,0.09,IRL,"Population ages 15-64, total",SP.POP.1564.TO,1633132,1630597,1643895,1659508,1665062,1661110,1662595,1672755,1683632,1695153,1707872,1726744,1755721,1788124,1820712,1852727,1882535,1911066,1943980,1976123,2003242,2031002,2056220,2078538,2099623,2112790,2124618,2134971,2135549,2139005,2157350,2188713,2222789,2254521,2286474,2323663,2367563,2414388,2459420,2504479,2553492,2609285,2666451,2718146,2774986,2847567,2942068,3036843,3088703,3095102,3080449,3063271,3051045,3047390,3058075,3080857,3110739,3141774,3178909,3222077,3254350,3284530,3346995,3437627
Italy,"Europe (western, southern, northern)",0.72,0.71,0.74,0.72,0.7,0.74,ITA,"Population ages 15-64, total",SP.POP.1564.TO,32869781,33045989,33310686,33607375,33871314,34082042,34244632,34360674,34447405,34513051,34569182,34621413,34717690,34864065,35019034,35203501,35402275,35600015,35809874,36058794,36395980,36780294,37171841,37586542,37971641,38205166,38335343,38472953,38602014,38733903,38855827,39064138,39201752,39161042,39095158,38977750,38847942,38744783,38637019,38513718,38388464,38273154,38184023,38224559,38343139,38356918,38318239,38435856,38648892,38762126,38830477,38780536,38703235,38985081,39180526,39023708,38880651,38770686,38658939,38153861,37904109,37648780,37436702,37220077
Netherlands,"Europe (western, southern, northern)",0.12,0.11,0.12,0.1,0.1,0.11,NLD,"Population ages 15-64, total",SP.POP.1564.TO,7010862,7123884,7274892,7408523,7527451,7643475,7754912,7853661,7946303,8046139,8153199,8265493,8374278,8479604,8592720,8724810,8858193,8976889,9096160,9225842,9365632,9493787,9601280,9705971,9817954,9925234,10021165,10112289,10187104,10244770,10303618,10366385,10425388,10480716,10527480,10564331,10601617,10641028,10686744,10739730,10800244,10869275,10931210,10973804,10999794,11016609,11031473,11051655,11079502,11109811,11139436,11136315,11101082,11078304,11077603,11098316,11135885,11176625,11216475,11262366,11293838,11316863,11374713,11429674
Norway,"Europe (western, southern, northern)",0.12,0.08,0.16,0.12,0.08,0.16,NOR,"Population ages 15-64, total",SP.POP.1564.TO,2257635,2279903,2304127,2324506,2341383,2355766,2368562,2382558,2398319,2413759,2428280,2443749,2461025,2477161,2491842,2505386,2518674,2532144,2545801,2560654,2577037,2595574,2614396,2632458,2652161,2668949,2684327,2705023,2725352,2737787,2746374,2757657,2771010,2786174,2801574,2815342,2828784,2844392,2864099,2888005,2911610,2932188,2955266,2980551,3006006,3035172,3070301,3113061,3159344,3199966,3237006,3275246,3313697,3349005,3382146,3411090,3434222,3452963,3467292,3485000,3499828,3511912,3539342,3577878
Portugal,"Europe (western, southern, northern)",0.4,0.33,0.47,0.4,0.33,0.47,PRT,"Population ages 15-64, total",SP.POP.1564.TO,5559772,5609941,5641946,5658095,5654853,5608879,5539887,5487646,5449549,5391062,5350820,5338897,5335320,5347494,5435024,5648555,5809598,5875133,5949920,6033716,6125142,6209501,6277520,6337978,6395527,6441234,6473591,6502452,6528171,6552147,6577865,6605083,6632060,6659590,6693478,6731709,6768191,6805271,6842846,6883771,6932040,6972091,6995060,7005659,7005027,7003552,7008671,7018446,7021239,7014042,7002934,6976649,6928360,6865257,6802696,6754716,6710327,6667487,6635449,6619299,6611510,6641522,6653926,6702553
Spain,"Europe (western, southern, northern)",0.29,0.27,0.31,0.28,0.25,0.32,ESP,"Population ages 15-64, total",SP.POP.1564.TO,19604291,19743442,19876289,20039064,20214758,20348305,20453024,20623889,20822941,20957879,21122528,21328613,21540919,21770233,22028162,22288226,22522057,22759256,23012613,23290437,23572727,23863568,24152308,24412498,24658317,24886096,25091112,25283637,25466728,25646385,25829081,26059081,26339989,26616496,26870866,27091869,27283087,27450907,27588928,27712698,27827997,27974777,28359843,28929865,29524610,30062646,30560758,31152612,31604262,31740573,31708922,31650627,31505596,31201239,30917313,30773032,30717059,30715847,30814187,31046581,31229056,31289780,31503646,31829313
Sweden,"Europe (western, southern, northern)",0.07,0.04,0.09,0.07,0.04,0.09,SWE,"Population ages 15-64, total",SP.POP.1564.TO,4927511,4972641,5018305,5058497,5098349,5138475,5171550,5192090,5206410,5230779,5264846,5283691,5280306,5269808,5263531,5263730,5268095,5276515,5287578,5304303,5327121,5349371,5368741,5383830,5395614,5399714,5402782,5417246,5438941,5469632,5502023,5524992,5542327,5560607,5590492,5617694,5630760,5642084,5657246,5677856,5705560,5740198,5778058,5818303,5858520,5902015,5955758,6009971,6052458,6085118,6105521,6112322,6115482,6125446,6147147,6179135,6230295,6293336,6350231,6402513,6442152,6476727,6517761,6548896
United Kingdom,"Europe (western, southern, northern)",0.08,0.07,0.09,0.08,0.08,0.09,GBR,"Population ages 15-64, total",SP.POP.1564.TO,34016266,34243002,34556057,34811820,34943932,35005008,35015160,35014507,35012069,35005217,34993908,35003979,35038760,35087109,35135244,35206853,35328740,35482007,35654216,35855496,36065048,36259976,36469549,36721189,36946981,37083251,37177914,37249244,37291007,37330075,37357165,37365340,37360523,37377462,37449814,37564330,37687892,37814737,37976019,38179615,38411614,38661576,38933315,39224731,39543896,39917314,40315048,40682733,40985517,41224543,41444114,41607173,41663167,41710813,41827620,41987013,42139473,42264767,42381437,42504702,42589297,42509878,42954679,43282686
